Adres girin : ['SRX', '/ilan/vasita-arazi-suv-pick-up-cadillac-cadillac-tramer-kaydi-olmayan%2C92000-mil-de-temiz%2Cmasrafsiz-519914248/detay', ' 128.500 TL', '15 Ocak', 'İzmirBornova', '2005', '92.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-samnu-dan-2017-cadillac-escalade-esv-platinium-long-514157757/detay', '€ 305.000 ', '26 Aralık', 'İstanbulKadıköy', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-autobank-2017-escalade-v8-platinum-head-up-8-ileri-nubuk-paket-486226043/detay', '€ 245.000 ', '27 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-universal-2004-cadillac-escalade-136.745-km-boyasiz-vergi-barisi-495966184/detay', ' 124.000 TL', '25 Aralık', 'İstanbulBeşiktaş', '2004', '137.315', 'Siyah']
['SRX', '/ilan/vasita-arazi-suv-pick-up-cadillac-nasyonel-2005-srx-3.6-v6-7-kisilik-bose-multimedya-410258924/detay', '$ 23.000 ', '12 Ocak', 'İstanbulBeşiktaş', '2005', '131.858', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-exotic-motors-2017-escalade-6.2-v8-head-up-8-ileri-yeni-sanz-464062393/detay', '€ 256.000 ', '22 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ers-motors-3d-bayii-cadillac-escalade-6.2-v8-platinium-emsalsiz-512777159/detay', ' 225.000 TL', '21 Aralık', 'İstanbulBahçelievler', '2007', '88.000', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-royal-motors-2017-cadillac-escalade-6.2-v8-platinum-paket-486610524/detay', '€ 297.000 ', '08 Ocak', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-hancar-motors-cadillac-escalade-6%2C2-v8-platinium-long-head-up-502431787/detay', '€ 218.000 ', '16 Aralık', 'İstanbulBahçelievler', '2016', '18.677', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-xclusive-o-km-beyaz-escalade-platinyum-full-278628269/detay', '€ 242.000 ', '03 Ocak', 'İstanbulSarıyer', '2016', '0', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ars-garaj-2017-cadillac-escalade-6.2-v8-platinium-long-hazir-407540369/detay', '€ 295.000 ', '03 Ocak', 'İstanbulBeşiktaş', '2017', '0', 'Füme']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-prestij-plaza...escalade-6.0-v8-hybrid-platinum-paket-55000km-505707660/detay', ' 399.000 TL', '25 Aralık', 'İstanbulAtaşehir', '2012', '55.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-baran-motors-2008-cadillac-escalade-platinium-boyasiz-70.000-km-513999831/detay', ' 235.000 TL', '25 Aralık', 'İstanbulKadıköy', '2008', '70.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ars-garaj-dan-2017-escalade-6.2-v8-platinium-o-km-407550660/detay', '€ 288.500 ', '24 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-narin-den-2017-cadillac-escalade-6.2-v8-platinium-512911340/detay', '€ 298.500 ', '21 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-cabir-den-0-km-2017-escalade-platinium-6.2-v8-head-up-512801833/detay', '€ 238.000 ', '21 Aralık', 'İstanbulBağcılar', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-2017-cadillac-escalade-6.2-v8-platinum-m.media_basamak-0-km-514185710/detay', '€ 265.000 ', '26 Aralık', 'İstanbulKadıköy', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-2004-escalade-6.0v8-bose-multimedya-otv-baris-bedeli-odenmistir-428461780/detay', ' 165.000 TL', '28 Aralık', 'İstanbulBeşiktaş', '2004', '41.571', 'Gri']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-sahibinden-temiz-160.000-de-sedefli-beyaz-cadillac-hybrid-326279635/detay', '$ 93.000 ', '02 Ağustos', 'İstanbulArnavutköy', '2011', '160.000', 'Beyaz']
['SRX', '/ilan/vasita-arazi-suv-pick-up-cadillac-ss-motors-2005-cadillac-srx-3.6-v6-3.sira-multimedia-392104750/detay', '$ 26.000 ', '27 Aralık', 'İstanbulŞişli', '2005', '131.850', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ss-motors-2015-cadillac-escalade-6.2-head-up-elk-basamak-3.sira-514595596/detay', '€ 225.000 ', '27 Aralık', 'İstanbulŞişli', '2015', '597', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-garage-2017-cadillac-escalade-6.2-v8-head-up-navigasyon-bose-514531025/detay', '€ 256.000 ', '27 Aralık', 'İstanbulBeykoz', '2017', '16', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ss-motors-2016-cadillac-escalade-6.2-v8-platinum-head-up-masaj-493671527/detay', '€ 239.000 ', '18 Aralık', 'İstanbulŞişli', '2016', '11.636', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-metzel-den-2017-cadillac-escalade-platinum-6.2-v8-441618112/detay', '€ 260.000 ', '22 Aralık', 'İstanbulBakırköy', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-szg-motors-tan-cadillac-escalade-6.2-v8-servis-bakimli-497539673/detay', ' 375.000 TL', '01 Ocak', 'DenizliPamukkale', '2011', '73.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ferro-motors-2014-escalade-cadillac-506570092/detay', '€ 166.000 ', '29 Aralık', 'İstanbulBeşiktaş', '2014', '27.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-mak-auto-2007-cadillac-escalade-siyah-90.000km-bayii-515065858/detay', ' 215.000 TL', '29 Aralık', 'İstanbulBakırköy', '2007', '92.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ciftkurtlar-plaza-dan-2009-cadillac-escalade-6.2-v8-beyaz-483490238/detay', ' 320.000 TL', '20 Aralık', 'İstanbulSarıyer', '2009', '80.500', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-saylamlar-dan-2011-cadillac-escalade-6.0-v8-hybrid-platinium-464337057/detay', ' 358.500 TL', '18 Aralık', 'İstanbulAtaşehir', '2011', '80.000', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-samnu-dan-2017-cadillac-escalade-esv-platinium-long-514157757/detay', '€ 305.000 ', '26 Aralık', 'İstanbulKadıköy', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-autobank-2017-escalade-v8-platinum-head-up-8-ileri-nubuk-paket-486226043/detay', '€ 245.000 ', '27 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-universal-2004-cadillac-escalade-136.745-km-boyasiz-vergi-barisi-495966184/detay', ' 124.000 TL', '25 Aralık', 'İstanbulBeşiktaş', '2004', '137.315', 'Siyah']
['SRX', '/ilan/vasita-arazi-suv-pick-up-cadillac-nasyonel-2005-srx-3.6-v6-7-kisilik-bose-multimedya-410258924/detay', '$ 23.000 ', '12 Ocak', 'İstanbulBeşiktaş', '2005', '131.858', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-exotic-motors-2017-escalade-6.2-v8-head-up-8-ileri-yeni-sanz-464062393/detay', '€ 256.000 ', '22 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ers-motors-3d-bayii-cadillac-escalade-6.2-v8-platinium-emsalsiz-512777159/detay', ' 225.000 TL', '21 Aralık', 'İstanbulBahçelievler', '2007', '88.000', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-royal-motors-2017-cadillac-escalade-6.2-v8-platinum-paket-486610524/detay', '€ 297.000 ', '08 Ocak', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-hancar-motors-cadillac-escalade-6%2C2-v8-platinium-long-head-up-502431787/detay', '€ 218.000 ', '16 Aralık', 'İstanbulBahçelievler', '2016', '18.677', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-xclusive-o-km-beyaz-escalade-platinyum-full-278628269/detay', '€ 242.000 ', '03 Ocak', 'İstanbulSarıyer', '2016', '0', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ars-garaj-2017-cadillac-escalade-6.2-v8-platinium-long-hazir-407540369/detay', '€ 295.000 ', '03 Ocak', 'İstanbulBeşiktaş', '2017', '0', 'Füme']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-prestij-plaza...escalade-6.0-v8-hybrid-platinum-paket-55000km-505707660/detay', ' 399.000 TL', '25 Aralık', 'İstanbulAtaşehir', '2012', '55.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-baran-motors-2008-cadillac-escalade-platinium-boyasiz-70.000-km-513999831/detay', ' 235.000 TL', '25 Aralık', 'İstanbulKadıköy', '2008', '70.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ars-garaj-dan-2017-escalade-6.2-v8-platinium-o-km-407550660/detay', '€ 288.500 ', '24 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-narin-den-2017-cadillac-escalade-6.2-v8-platinium-512911340/detay', '€ 298.500 ', '21 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-cabir-den-0-km-2017-escalade-platinium-6.2-v8-head-up-512801833/detay', '€ 238.000 ', '21 Aralık', 'İstanbulBağcılar', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-2017-cadillac-escalade-6.2-v8-platinum-m.media_basamak-0-km-514185710/detay', '€ 265.000 ', '26 Aralık', 'İstanbulKadıköy', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-2004-escalade-6.0v8-bose-multimedya-otv-baris-bedeli-odenmistir-428461780/detay', ' 165.000 TL', '28 Aralık', 'İstanbulBeşiktaş', '2004', '41.571', 'Gri']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-sahibinden-temiz-160.000-de-sedefli-beyaz-cadillac-hybrid-326279635/detay', '$ 93.000 ', '02 Ağustos', 'İstanbulArnavutköy', '2011', '160.000', 'Beyaz']
['SRX', '/ilan/vasita-arazi-suv-pick-up-cadillac-ss-motors-2005-cadillac-srx-3.6-v6-3.sira-multimedia-392104750/detay', '$ 26.000 ', '27 Aralık', 'İstanbulŞişli', '2005', '131.850', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ss-motors-2015-cadillac-escalade-6.2-head-up-elk-basamak-3.sira-514595596/detay', '€ 225.000 ', '27 Aralık', 'İstanbulŞişli', '2015', '597', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-garage-2017-cadillac-escalade-6.2-v8-head-up-navigasyon-bose-514531025/detay', '€ 256.000 ', '27 Aralık', 'İstanbulBeykoz', '2017', '16', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ss-motors-2016-cadillac-escalade-6.2-v8-platinum-head-up-masaj-493671527/detay', '€ 239.000 ', '18 Aralık', 'İstanbulŞişli', '2016', '11.636', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-metzel-den-2017-cadillac-escalade-platinum-6.2-v8-441618112/detay', '€ 260.000 ', '22 Aralık', 'İstanbulBakırköy', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-szg-motors-tan-cadillac-escalade-6.2-v8-servis-bakimli-497539673/detay', ' 375.000 TL', '01 Ocak', 'DenizliPamukkale', '2011', '73.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ferro-motors-2014-escalade-cadillac-506570092/detay', '€ 166.000 ', '29 Aralık', 'İstanbulBeşiktaş', '2014', '27.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-mak-auto-2007-cadillac-escalade-siyah-90.000km-bayii-515065858/detay', ' 215.000 TL', '29 Aralık', 'İstanbulBakırköy', '2007', '92.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ciftkurtlar-plaza-dan-2009-cadillac-escalade-6.2-v8-beyaz-483490238/detay', ' 320.000 TL', '20 Aralık', 'İstanbulSarıyer', '2009', '80.500', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-saylamlar-dan-2011-cadillac-escalade-6.0-v8-hybrid-platinium-464337057/detay', ' 358.500 TL', '18 Aralık', 'İstanbulAtaşehir', '2011', '80.000', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-samnu-dan-2017-cadillac-escalade-esv-platinium-long-514157757/detay', '€ 305.000 ', '26 Aralık', 'İstanbulKadıköy', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-autobank-2017-escalade-v8-platinum-head-up-8-ileri-nubuk-paket-486226043/detay', '€ 245.000 ', '27 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-universal-2004-cadillac-escalade-136.745-km-boyasiz-vergi-barisi-495966184/detay', ' 124.000 TL', '25 Aralık', 'İstanbulBeşiktaş', '2004', '137.315', 'Siyah']
['SRX', '/ilan/vasita-arazi-suv-pick-up-cadillac-nasyonel-2005-srx-3.6-v6-7-kisilik-bose-multimedya-410258924/detay', '$ 23.000 ', '12 Ocak', 'İstanbulBeşiktaş', '2005', '131.858', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-exotic-motors-2017-escalade-6.2-v8-head-up-8-ileri-yeni-sanz-464062393/detay', '€ 256.000 ', '22 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ers-motors-3d-bayii-cadillac-escalade-6.2-v8-platinium-emsalsiz-512777159/detay', ' 225.000 TL', '21 Aralık', 'İstanbulBahçelievler', '2007', '88.000', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-royal-motors-2017-cadillac-escalade-6.2-v8-platinum-paket-486610524/detay', '€ 297.000 ', '08 Ocak', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-hancar-motors-cadillac-escalade-6%2C2-v8-platinium-long-head-up-502431787/detay', '€ 218.000 ', '16 Aralık', 'İstanbulBahçelievler', '2016', '18.677', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-xclusive-o-km-beyaz-escalade-platinyum-full-278628269/detay', '€ 242.000 ', '03 Ocak', 'İstanbulSarıyer', '2016', '0', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ars-garaj-2017-cadillac-escalade-6.2-v8-platinium-long-hazir-407540369/detay', '€ 295.000 ', '03 Ocak', 'İstanbulBeşiktaş', '2017', '0', 'Füme']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-prestij-plaza...escalade-6.0-v8-hybrid-platinum-paket-55000km-505707660/detay', ' 399.000 TL', '25 Aralık', 'İstanbulAtaşehir', '2012', '55.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-baran-motors-2008-cadillac-escalade-platinium-boyasiz-70.000-km-513999831/detay', ' 235.000 TL', '25 Aralık', 'İstanbulKadıköy', '2008', '70.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ars-garaj-dan-2017-escalade-6.2-v8-platinium-o-km-407550660/detay', '€ 288.500 ', '24 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-narin-den-2017-cadillac-escalade-6.2-v8-platinium-512911340/detay', '€ 298.500 ', '21 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-cabir-den-0-km-2017-escalade-platinium-6.2-v8-head-up-512801833/detay', '€ 238.000 ', '21 Aralık', 'İstanbulBağcılar', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-2017-cadillac-escalade-6.2-v8-platinum-m.media_basamak-0-km-514185710/detay', '€ 265.000 ', '26 Aralık', 'İstanbulKadıköy', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-2004-escalade-6.0v8-bose-multimedya-otv-baris-bedeli-odenmistir-428461780/detay', ' 165.000 TL', '28 Aralık', 'İstanbulBeşiktaş', '2004', '41.571', 'Gri']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-sahibinden-temiz-160.000-de-sedefli-beyaz-cadillac-hybrid-326279635/detay', '$ 93.000 ', '02 Ağustos', 'İstanbulArnavutköy', '2011', '160.000', 'Beyaz']
['SRX', '/ilan/vasita-arazi-suv-pick-up-cadillac-ss-motors-2005-cadillac-srx-3.6-v6-3.sira-multimedia-392104750/detay', '$ 26.000 ', '27 Aralık', 'İstanbulŞişli', '2005', '131.850', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ss-motors-2015-cadillac-escalade-6.2-head-up-elk-basamak-3.sira-514595596/detay', '€ 225.000 ', '27 Aralık', 'İstanbulŞişli', '2015', '597', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-garage-2017-cadillac-escalade-6.2-v8-head-up-navigasyon-bose-514531025/detay', '€ 256.000 ', '27 Aralık', 'İstanbulBeykoz', '2017', '16', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ss-motors-2016-cadillac-escalade-6.2-v8-platinum-head-up-masaj-493671527/detay', '€ 239.000 ', '18 Aralık', 'İstanbulŞişli', '2016', '11.636', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-metzel-den-2017-cadillac-escalade-platinum-6.2-v8-441618112/detay', '€ 260.000 ', '22 Aralık', 'İstanbulBakırköy', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-szg-motors-tan-cadillac-escalade-6.2-v8-servis-bakimli-497539673/detay', ' 375.000 TL', '01 Ocak', 'DenizliPamukkale', '2011', '73.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ferro-motors-2014-escalade-cadillac-506570092/detay', '€ 166.000 ', '29 Aralık', 'İstanbulBeşiktaş', '2014', '27.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-mak-auto-2007-cadillac-escalade-siyah-90.000km-bayii-515065858/detay', ' 215.000 TL', '29 Aralık', 'İstanbulBakırköy', '2007', '92.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ciftkurtlar-plaza-dan-2009-cadillac-escalade-6.2-v8-beyaz-483490238/detay', ' 320.000 TL', '20 Aralık', 'İstanbulSarıyer', '2009', '80.500', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-saylamlar-dan-2011-cadillac-escalade-6.0-v8-hybrid-platinium-464337057/detay', ' 358.500 TL', '18 Aralık', 'İstanbulAtaşehir', '2011', '80.000', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-samnu-dan-2017-cadillac-escalade-esv-platinium-long-514157757/detay', '€ 305.000 ', '26 Aralık', 'İstanbulKadıköy', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-autobank-2017-escalade-v8-platinum-head-up-8-ileri-nubuk-paket-486226043/detay', '€ 245.000 ', '27 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-universal-2004-cadillac-escalade-136.745-km-boyasiz-vergi-barisi-495966184/detay', ' 124.000 TL', '25 Aralık', 'İstanbulBeşiktaş', '2004', '137.315', 'Siyah']
['SRX', '/ilan/vasita-arazi-suv-pick-up-cadillac-nasyonel-2005-srx-3.6-v6-7-kisilik-bose-multimedya-410258924/detay', '$ 23.000 ', '12 Ocak', 'İstanbulBeşiktaş', '2005', '131.858', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-exotic-motors-2017-escalade-6.2-v8-head-up-8-ileri-yeni-sanz-464062393/detay', '€ 256.000 ', '22 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ers-motors-3d-bayii-cadillac-escalade-6.2-v8-platinium-emsalsiz-512777159/detay', ' 225.000 TL', '21 Aralık', 'İstanbulBahçelievler', '2007', '88.000', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-royal-motors-2017-cadillac-escalade-6.2-v8-platinum-paket-486610524/detay', '€ 297.000 ', '08 Ocak', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-hancar-motors-cadillac-escalade-6%2C2-v8-platinium-long-head-up-502431787/detay', '€ 218.000 ', '16 Aralık', 'İstanbulBahçelievler', '2016', '18.677', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-xclusive-o-km-beyaz-escalade-platinyum-full-278628269/detay', '€ 242.000 ', '03 Ocak', 'İstanbulSarıyer', '2016', '0', 'Beyaz']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ars-garaj-2017-cadillac-escalade-6.2-v8-platinium-long-hazir-407540369/detay', '€ 295.000 ', '03 Ocak', 'İstanbulBeşiktaş', '2017', '0', 'Füme']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-prestij-plaza...escalade-6.0-v8-hybrid-platinum-paket-55000km-505707660/detay', ' 399.000 TL', '25 Aralık', 'İstanbulAtaşehir', '2012', '55.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-baran-motors-2008-cadillac-escalade-platinium-boyasiz-70.000-km-513999831/detay', ' 235.000 TL', '25 Aralık', 'İstanbulKadıköy', '2008', '70.000', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-ars-garaj-dan-2017-escalade-6.2-v8-platinium-o-km-407550660/detay', '€ 288.500 ', '24 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
['Escalade', '/ilan/vasita-arazi-suv-pick-up-cadillac-narin-den-2017-cadillac-escalade-6.2-v8-platinium-512911340/detay', '€ 298.500 ', '21 Aralık', 'İstanbulBeşiktaş', '2017', '0', 'Siyah']
